,date,developerResponse,review,rating,isEdited,userName,title
10,2023-03-22 14:35:55,"{'id': 35441132, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Ian"", 'modified': '2023-03-17T11:20:44Z'}","After 8 yrs of membership, I’m closing my acct. Any transaction I’ve ever made with or through Wells Fargo has been debit, not credit, with my own funds I deposit into the bank. During the holidays last yr, I made a quick, impulse transaction but well needed in that moment, with a service provider. I quickly cancelled the transaction with Wells shortly after & did not use the service I purchased. After explaining the situation to the bank, My account was credited that amount back. But months later, I was told I owed Wells the money back. My acct went into the negatives until I submitted proof that I actually didn’t use the service. After I emailed the documents, the claims rep confirmed & promised me that the claim was settled & complete for the final time. That was wrong information bc I received yet another letter informing me the credit I was given would be deducted from my acct. Bc of the miscommunication, lies, & sketchy-ness, I am closing the acct. the charge back the merchant received was bc I didn’t use their service, and the money Wells “paid” them came from my acct as a debit, not credit, so I’m not sure why this bank thinks I owe them or anyone else anything.
UPDATE: I’m currently battling them to reverse this claim but they’re not budging & neither am I. So I asked can they clear the balance based on their involvement & gain in slavery of my ancestors. Looking forward to that call back.",1,True,Graphixx Girl,Closing Account
11,2021-12-31 17:24:14,"{'id': 27211568, 'body': 'This sounds like something a banker may need to review regarding your account. Please give them a call at 1-800-869-3557 so they can authenticate you and look into this. -Anthony', 'modified': '2022-01-03T19:14:12Z'}",I have had my ups and downs with Wells Fargo over the many years I have banked there but this is the last straw. What a horrible bank with even more horrible employees. Okay I think that my most recent experience was no one’s fault but they messed things up so poorly that I cannot keep my money there any longer. I needed a new debit card and so I ordered it and now it’s been way over the amount of time and I still have no card. They don’t give temporary cards anymore. And I am in the process of selling my house and getting a new house. The fact that I can’t pay my appraisal has slowed down the process to the point where I am about to be homeless. And what is amazing is that they put me in this position and they couldn’t care less. I ordered the new card and that was supposed to have been mailed out nearly 2 weeks ago. Still don’t have it. I could pay the appraisal if they were able to provide the payment information but no that’s asking too much. They don’t even act like they care and I am certain they don’t. The appraisal can only be paid with Visa and my only Visa is lost in transit. But WF doesn’t care.,5,False,Paul Lisker,Leaving this bank
12,2024-08-11 23:03:31,,"I was at US Bank for MANY, many years up until a bit more then a year ago. I stayed with them for so long because of there name; total patriot here. Anyway, US Bank got slowly worse and worse, first there debit cards were poorly made which forced me to request a replacement at least four times in one year. Then US Bank locked me out of my account simply because I stayed for two days at a Holiday Inn just five miles from my address AND I was told rather forcefully that I had NO options to reduce or cancel the security fraud settings. Then there branch drive through ATM’s were falling apart making me find and travel to other branches. And other problems as well. I have had NO problems since moving to Wells Fargo… ATM’s are TOP of the Line, much better design. Branches are spotless and almost no lines 99 percent of the time. AND… tellers make a special effort to be EXTRA friendly. It means a LOT when employees are SUPER friendly. There app works flawlessly. I have NOT had ONE single problem since switching to Wells Fargo and I HIGHLY recommend Wells Fargo to everyone that uses banks for their financial transactions. (Smile)",5,False,tekman2000,Finally found the BEST bank
13,2019-12-27 01:08:44,,The Wells Fargo App works really well from a first time users standpoint. I use to be very much against doing banking online and having my account numbers on the web. I set up my account in the branch closes to my home and the banker who set up my account also helped me set up my online sign-in and how to download the app. She did a wonderful job explaining everything about my online and in store experiences and very much to my satisfaction. She was excellent. Every time  I come into that location I am greeted by my first name and helped very courteous. The online app is very much the same way. Once I learned where certain information was on the homepage it was a breeze to navigate and accomplish my banking goals. I am not a super tech savvy person and I found this app to be very easy to learn. If I ever have questions I go into my local branch or call the 24/7 number and I am helped almost immediately. I enjoy the personal touch that Wells Fargo offers me. In a world dominated by computers and automation it’s nice to see a smile and hear a non-computer generated voice on the other end of the line. Thank you Wells Fargo. You made me a lifelong customer.,5,False,Greg Bell,The app takes time getting use the layout.
14,2021-02-19 08:26:29,,"On my Mobile I-phone7+ the search magnifying symbol disappears when the phone is turned to landscape. Wasting a lot of time because in order to read all the information on the statements you need to be in landscape. Furthermore while I was searching for a transaction, Which is the most used functionality needed on the mobile phone, The search function did not allow me to broaden my search for a date. I had to know the exact date I was looking for in the transaction. For example if I needed something in May, I couldn’t find something in just May. If I put it in something with only the dollar amount the App could not find it and there is no way to narrow the search  down. This is more is more important than can be first imagined because the main use of the app on the iPhone as for functionality such as this: finding a specific transaction.

In summary: I could not find the transaction I was looking for using only the date; nor could I find it using just only the month & year; nor can I key in only specific words in the description and find what I need.",5,False,Rtkean,Poor Search functionality
15,2024-07-01 08:26:36,"{'id': 45002813, 'body': ""Hi, Henry. It's disheartening to read about your experience with Zelle. I want to make sure that your concerns are reviewed by the appropriate team. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Klarissa"", 'modified': '2024-07-02T21:05:53Z'}","Way too many verification just to make a payment on Zelle. First it was at least 5 different verifications to enter my credentials and texted codes just to set up the Wells Fargo app & Zelle that’s already integrated. Still it put a block on my rent payment to this realtor who will only use Zelle for convenience. So I called the bank rep at least twice and had to go to an ATM for another verification, and now my payment is still being held for review even though I’ve already explained the situation twice over the phone to the bank reps. This is too much overkill for security. And there’s no grace period for my rent when it’s due on the first of the month. Didn’t expect such delay from Wells Fargo after I spent 5 hours to set up their mobile app, Zelle, and went thru so many verification steps and my voice as my password confirmations. New tech was supposed to make life easier and convenient & not make things harder. The realtor & other tenants have Chase bank I guess, they all say it was such a breeze to pay rent that way, but not for me! Wells Fargo wasted my entire Sunday afternoon and evening when I could be helping my 78 yrs old disabled post stroke bi-polar 40 years diabetic mother! Frack the stupid AI & programmer who came up with this over-redundant security program that Wells Fargo uses for their own customer! F F F them!",1,False,Henry Wells' Ghost Slayer,Making me jump thru too many hoops just to pay my realtor rent on Zelle!
16,2022-03-25 22:32:29,"{'id': 28833072, 'body': ""We're sorry to hear that and would like to forward your concerns for further review. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Kyle"", 'modified': '2022-03-28T16:08:57Z'}","I went to a Wells Fargo in Charlottesville, VA to open up an account for my 16 year old son and was denied. My son had a valid unexpired state ID, a copy of his social and birth certificate. I had my license and my retired military ID. She was able to see that my mortgage was there, I have a checking account there, and both my sons have had accounts previously. She told me that she could not open his account without a school ID. She stated that this was company policy. I called Wells Fargo to complain and was told it is at the discretion of the manager. So not only did she discriminate against me, but she also lied. I put in a complaint to Wells Fargo. They have yet to reach out to me. This occurred almost a month ago if not longer. If the VA would let me do a refinance, I would refinance my black behind right out of your company and gladly incur the fees. If you don’t like my brown skin then you don’t like my money. Wells Fargo should be so ashamed that they nurture a racist culture. It starts from the top.  My son’s ID was at home but I shouldn’t have had to do that in the first place. If I could give negative million stars I would. I opened an account with Truist bank.",5,False,POOHANMG,Racists
17,2018-10-26 13:36:25,,The Wells Fargo Mobile App is very Convenient & Easy to Use!!! I like being able to check my account balance at anytime and anywhere I go. I also like being able to send money through “Zelle” into my mother’s account without the added hassle of going to the bank and withdrawing the cash to pay my portion of monthly bills. My only dislike of the Mobile App is the fact that sometimes the available balance shown on the account is not always accurate. Due to the fact of ATM fee charges on withdrawals being taken sometime after the transaction instead of when the transaction is posted & done. I have had to keep an extra written balance on my account to make sure that I don’t overdraft my account and even then I have had to go back and deposit money to keep my account balanced. The email alerts are super helpful as well. I get alerts for any activity is done on my account and when my account reaches or drops below zero balance enabling me to be aware of any fraudulent use of my account or overdrafts. Overall I think it’s a great way to keep track of my banking!!! Definitely satisfied with the mobile banking app.,5,False,A. Wright0120,Wells Fargo Mobile App
18,2024-03-21 14:46:46,"{'id': 40243123, 'body': 'Hello, Kimahely. This is not the customer experience we strive for, and I would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Dillon', 'modified': '2023-11-20T14:16:40Z'}","Another update:: July 18, 2024 repeatedly I am getting error messages, That is Wells Fargo‘s fault on my iPad. It doesn’t happen very often on my Samsung phone. But sometimes I need to get on the full site on my iPad. Your updates are useless. I don’t know how to fix this and I don’t think you guys know either. Wells Fargo there are other banks I don’t have problems with Provident Bank, Bank of America, or TD. Update 3/9 : STILL AWFUL!! Every time you update the app I have trouble. I don’t know what happened to this app? I have problems slowness app loading.I I have tried uninstalling and reinstalling twice . I am on an older Apple iPad and even on my new Apple ipad has problems. I have no problems with any other sites including my other bank accounts . If this continues I’m going to take all my accounts at Wells Fargo and move it to a bank that has a website that works for me. God forbid you try to use the brokerage site to get any money out. Update November 17, 2023. I still keep on getting error signs telling me it’s Wells Fargo fault not mine that I can’t login to my account while this doesn’t happen every day. It’s really annoying when it does I don’t want to have to wait to get on my account. I do not have a problem with other banking just with Wells Fargo. Why don’t you try fixing it so I can use my iPad to access my account?",1,True,Kimahely,Still Awful again.
19,2019-02-08 15:43:16,,"I have a small business.  I rely on this account.  Yesterday I was inconvenienced and embarrassed, I attempted several times to login and also call it was very upsetting to hear a recording that states no one can help you and simply hangs up on you. Thankfully I had cash and was able to make my purchases to continue on with my busy day.  As a member of Wells Fargo for many years I am sad to say time to go I will withdraw all of my money from four of my accounts and go elsewhere,  this has been a very very bad experience for me, I’ve traveled out of the country. had I been on a vacation and needed to transfer money into a special account for business or pleasure,  I would not of been able to online or phone. terrible terrible service I understand that things happen.  When you can’t get through to anyone for assistance it is very upsetting shame on you Wells Fargo this is to all the higher-ups you know who I’m talking about you know who you are.  The news reported that the problem was fixed that is a lie I am still not able to log into my account it is already 845 in the morning on a Friday this is ridiculous",5,False,Myassits4u,Poor communication
20,2018-11-10 16:17:16,,"l've been a Wells Fargo customer for 30+ years.  Wells Fargo pioneered & perfected online banking.  Banking & bill paying used to be time consuming & tedious chores. Now all my banking can be performed instantly at any hour of the day on my phone.  The app is reliable, responsive & very intuitive.
And they are always making it easier to use & more functional. If you are not enjoying a similar experience, I suggest that you use another device or change your ISP.
I still love using this banking app! It saves me so much time & energy that I used to spend paying bills and balancing my checkbook.  I rarely have to visit the branch to conduct business.  What I love the most is how responsive the app is at all times.  Unlike so many other apps, there is never a delay to login or log off.  That is incredible considering how many customers are sharing the system at any one time.  From the outset, Wells Fargo recognized the importance of online banking and dedicated the resources necessary to stay at the forefront of this technology.  It’s the reason I still bank here despite the negative press they have generated.",5,False,Suzsuz1000,Best Banking App Ever
21,2024-04-09 02:24:15,"{'id': 43174369, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Roger"", 'modified': '2024-04-10T10:54:28Z'}","Love their credit card, but the app can be annoying to deal with at times. 

While I love that payments made to the credit card are applied and deducted from balance immediately, transactions made using the card are not as quick to appear. I will get a notification a charge was made, but it can often take days for it to appear on my recent transactions list (other cards show it as pending immediately). 

While the app does have an Auto-Pay feature, it does not allow you to customize when the auto payment can be made. It forces the payment to be made on the exact day payment is due which makes me nervous. It also does not give you an email or notification saying the payment is set and will be taking place. I ended up manually entering a payment because it didn’t tell me the payment was deducted until the day after the due date, so I ended up double-paying my balance. I didn’t want to take the chance of a missed payment dinging my credit score, but this was very frustrating. I know I probably have nothing to worry about, but I don’t like to take chances with stuff like this.",3,False,Littlevinny1,Transactions Delayed Appearance and Lack of Auto-Pay Communication
22,2021-12-01 12:59:18,"{'id': 26627618, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Tania"", 'modified': '2021-12-03T14:05:52Z'}","Can somebody please explain to me WHY the app asks me to verify my contact information EVERY SINGLE TIME I log onto the app?? Wells Fargo already has my cell number, why does the app annoy me with this nonsense EVERY time I access the app?? It’s so overbearing and unnecessary. My cell numbers isn’t changing from day to day. 

Next, Wells Fargo and this app have a terrible feature: you can only make five payments from a non-Wells Fargo account per month, and this is the only credit card complaint or bank that I know of that turns down opportunities to receive payments (and get a ton of money) in some weird attempt to pressure or coerce me into getting a Wells Fargo checking account so that I can……pay my credit card balance. 

Lastly, although my card has a cashback rewards program, the app only lets me access my rewards balance in increments of $25, an unintuitive, borderline dishonest practice. This clearly is an attempt by Wells Fargo to get out of paying people their full cashback rewards amount. Every other credit card company I have ever been with has let me redeem ALL my cashback rewards at once. With Wells Fargo, I get to redeem my balance in $25 increments or I can use the entire amount on some gift cards or some other scam-like practice. Wells Fargo is a terrible company and the app is just as bad.",1,False,Tha law,Terrible App and Service
23,2019-12-05 23:57:16,,"WARNING! If you ever upgrade your phone you will locked out of your accts. They will send you in circles. Tell you that you have to go to an office so they verify your id and then the office will not know anything about updating ID. then they will blame your phone company and then they say all you have to do is go to Atm with debit card and then your acct will work. 10 hours later I am told after doing the 100 step process that I will be locked out of my accts for up to 5 days.   Bye bye wellsfargo! My money is coming out of your accts. And you will never have my business again

UPDATE: I HAVE BEEN LOCKED OUT OF MY ACCT AND CUSTOMER SERVICE IS USELESS. NOW I HAVE TO DRIVE 30 miles out of my way tomorrow to CLOSE THESE ACCTS!!!! So you will get your identification requirements when I get there and then you give me my money so I can take it to another bank. 

If you forget your password then you go through 3000 steps and none of them work and you get locked out. I know user name and password but this app locks you olanyway. Only had this acct for a few months and I have had this issue at least 10 times now. I am tired of being locked out of my accts.",4,False,Monstersinhouse,I hate it DONT UPGRADE YOUR PHONE YOULL BE LOCKED OUT OF YOUR MONEY
24,2024-01-29 01:10:12,"{'id': 32361074, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Tania"", 'modified': '2022-10-03T14:01:32Z'}",Problem for years and despite reimagining WF hasn’t fixed it. Too hard to easily see which of two or more accounts is “up”. Have to set default account. Fine. I log in to deposit check in other account— two different nonprofits I’m treasurer for. Ok now in correct account. Hit Deposit button and I’m focused on check pix and amount etc. but the app has SWITCHED BACK TO OTHER ACCOUNT! I almost always catch it but not yesterday. Even with endorsement stamp For Deposit ONLY in 2nd account the app credits wrong account. And help won’t do anything. Too bad sucker. Yes I made mistake but more importantly the app defeats common expectations because nerds never had two or more accounts and probably all use Apple pay anyway. I now have to pay from wrong account to right one and account for that to two boards of directors. Btw I can’t directly transfer money between accounts! Because they are separate but violating this fundamental banking rule I can deposit in wrong account notwithstanding restricted endorsement stamp. It is also impossible to find anyone in vast WF bureaucracy who will discuss the problem.,4,True,Bingersol,Nerdly bug if two accounts
25,2019-04-29 16:39:45,,"The app is user friendly and a pretty good app in general. But, it could be better. I would like to see an update where I am able to see transaction history that is updated immediately once a transaction occurs. When I was with a credit union I was able to do that with their app. Though we are already able to get some of that info via text, I would like to have an option to view that on the WellsFargo app. So for example, let’s say I spent $20 at a movie theater. I would like to go on the app and have the option of viewing that purchase; how much I spent, when, and where. With the credit union I was able to do all of that by going to my available balance and from there I was able to see my account details where I would find my recent transaction history. Emphasis on details. So far with the WellsFargo app I get some of that info via text only, but it is not detailed at all, which is okay because it’s text. I just get a text weeks after a transaction(s) telling me I spent X amount of money. When it’s multiple transactions I am told I spent “a total amount of X”. I don’t appreciate the lack of details. Having that option on the WellsFargo app would change my rating to 5 stars.",3,False,SHOOK 😩😤😤,COULD BE BETTER
26,2021-10-29 21:11:04,,I was a wells Fargo customer for many years. I love the classical Wells Fargo website. The early version of your website was very well visual to interact with user. The web was very easy to navigate and very user friendly. It didn't take long for user to learn your website and easy to remember all features which are necessary for user to identify all offered features which give user all complete banking features Your new website is not as user friendly and easy to visualize all web banking features. And your website have to illustrate the lion in the banking industry. Your biggest competition is BOA they also fall in to the problems of losing their image in the American mind as the classical big 500 fortunes. They was the pioneer in the charge card the BOA charged card was an American status of meddle class American. With college degrees and dual income families which make American the leading country in highest standards of living and the only country with the goal of improve the global human standards of leaving Regards,5,False,Cuong195609,Wells Fargo website user interface feedback
27,2024-03-21 17:41:36,"{'id': 42774997, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. Also, put Apple Review in the subject line of the email and/or provide a link to your Apple App Store review. -Ludwicke"", 'modified': '2024-03-23T08:02:07Z'}","I’m currently on my second call with Wells Fargo tech support regarding this app’s inability to read our check endorsement stamp and check amounts. Today I tried to deposit 5 checks via mobile deposit - 2 checks were deposited without issue, 2 checks were kicked back because the app couldn’t read the endorsement stamp (same stamp as the accepted checks), and one because my keyed in amount didn’t match the check (which was wrong, the amounts matched). 

There is no consistency in the error messages generated in this app and tech support is unable to diagnose the problem. They have blamed the ISP, the color of the countertop underneath the check being scanned, the fluorescent lighting in the office, the amount of white space around the bank routing and account numbers on the check stock, the font size on the check stock - everything other than their own app development abilities. I literally just asked if my ticket could be escalated to the development team for resolution since this was the 2nd time I’ve called about this issue and was told “no” and that I needed to go to the branch to deposit the checks - which wouldn’t be a big deal if the branch had enough staff to support their customer base in the first place. That’s why we’re using the app!",1,False,AmyDrinkie,Mobile Deposit can’t read checks!!
